id,sent0,sent1,label
9929,Sam was caught cheating on a written examination,Sam was caught writing on a written examination,0
9930,he wants to lose weight because he is too fat,he wants to lose weight because he is too thin,0
9931,people go to see a doctor because they fall ill,people go to see a doctor so they fall ill,1
9932,"if you want to take a shower, you can choose a hotel","if you want to take a shower, you can choose a restaurant",1
9933,he likes sitting in a car and driving on the desert no purpose,he likes sitting in a car and driving on the lake no purpose,1
9934,she pours some washing powder to do the laundry,she pours some mud to do the laundry,1
9935,he reads newspapers at breakfast,he reads bread at breakfast,1
9936,i take two days off every week,i take eight days off every week,0
9937,Mary lives in a hotel during a business trip,Mary lives in a hospital during a business trip,1
9938,she keeps a tortoise in a fish tank filled with water,she keeps a parrot in a fish tank filled with water,0
9939,she prepares a custom-designed evening dress for the ceremony,she prepares a custom-designed nightgown for the ceremony,1
9940,people use donkeys to carry heavy loads,people use rabbits to carry heavy loads,1
9941,he washes his clothes with a washing machine,he washes his clothes with a magic wand,0
9942,Jim downloads music from the Internet,Jim downloads music from the book,0
9943,their village was destroyed by a tornado yesterday,their village was destroyed by a dragon yesterday,0
9944,she writes her letter with a pen,she writes her letter with a bag,1
9945,he is so hungry that he eats up the whole hamburger,he is so hungry that he eats up the whole iceberg,0
9946,he is drawing a mountain on a piece of paper,he is climbing a mountain on a piece of paper,1
9947,banana trees grow in the jungle,banana trees grow in the desert,1
9948,he lit a candle to give light,he lit some salt to give light,0
9949,we have lunch in the restaurant,we have lunch in the library,0
9950,umbrellas protect people from the sun,rings protect people from the sun,0
9951,Jim wins the Best Actor Award because of his acting skills,Jim wins the Best Singer Award because of his acting skills,1
9952,the accident happened because Jack drank alcohol before driving,the accident happened because Jack drank water before driving,0
9953,i pick a leaf from a maple tree,i pick a leaf from a goldfish,0
9954,i am learning French from my teacher,i am learning French from my cat,1
9955,Great Britain is a country in Europe,India is a country in Europe,0
9956,you can fly from America to Japan,you can ride from America to Japan,0
9957,Bob goes to bed because he feels sleepy,Bob goes to work because he feels sleepy,0
9958,Ellen kicks the ball hard in order to win,Ellen kicks the judge hard in order to win,0
9959,the shredder cut a piece of paper into pieces,the shredder cut a cup of water into pieces,1
9960,she cleans her teeth with toothpaste,she cleans her teeth with shampoo,1
9961,you can see a dinosaur in the museum,you can see a dinosaur in the zoo,1
9962,people have to hold onto their hats because of the wind,people have to hold onto their shoes because of the wind,0
9963,Rebecca wakes up because she sets an alarm,Rebecca wakes up because she takes sleeping pills,0
9964,people sweat when they feel hot,people bleed when they feel hot,1
9965,Kids fly kites in a windy day,Kids fly kites in a windless day,0
9966,People get together to celebrate on Christmas Eve,People get together to fight on Christmas Eve,0
9967,Jason put a tea bag into his cup to make a cup of tea,Jason put a tea bag into his cup to make a cup of coffee,1
9968,Harry feels pleased seeing his old friends,Harry feels grieved seeing his old friends,0
9969,Gloria determines to lose weight so she eats less,Gloria determines to lose weight so she eats more,1
9970,"Saying ""Goodbye"", he walked out of the classroom and went home","Saying ""Hello"", he walked out of the classroom and went home",1
9971,Danis put his clothes into the washing machine,Danis put his smartphone into the washing machine,1
9972,Bell takes a raft rushing down the waterfall,Bell takes a raft rushing up the waterfall,0
9973,George put a toothbrush in his mouth to brush teeth,George put a broom in his mouth to brush teeth,0
9974,I closed my eyes against the bright light,I closed my mouth against the bright light,0
9975,My heart beats faster when I quicken my pace,My heart beats slower when I quicken my pace,0
9976,Bob plays frisbee with his cute dog,Bob plays basketball with his cute dog,0
9977,"The cat is sitting on the blanket, because it is warm","The cat is sitting on the blanket, because she is warm",0
9978,Frank had a stomachache so he drank more hot water,Frank had s stomachache so he drank more cold water,1
9979,Eric told a lie and his mother scolded him,Eric told a lie and his mother praised him,1
