id,sents
9758,reading books is a good choice to enjoy your stay at home
9759,he scored a crucial goal by head in a soccer match
9760,we built street lamps to provide a public service
9761,crops can't live without the sun
9762,I was very surprised to see old friends abroad
9763,Alice broke down when the situation was hopeless
9764,ice cream is more popular in summer than in winter
9765,my boss checks unread emails carefully every day
9766,we are vaccinated for disease prevention
9767,I bought a juicer for drinking fresh juice
9768,taking final exams caused lots of stress
9769,clues can lead you to the answer
9770,you may cook food well by following a recipe
9771,the company fired some employees because of continued losses
9772,the deaf man can't hear me yelling
9773,I'm waiting for a clear night to observe stars
9774,building workers risk injury by not wearing safety helmets
9775,buying presents requires love and money
9776,going to the zoo is for seeing animals
9777,a cowboy waters the horses everyday
9778,people expect enjoyment when they go to the cinema
9779,Bob painted a picture yesterday
9780,paying by credit card is for not carrying cash
9781,you need an audience if you want to share your story
9782,the audience will buy a cup of beer before the basketball game begins
9783,I need to turn off the TV when I finish watching the TV show
9784,goods can be transported by plane
9785,the ship hit the submarine yesterday
9786,I can lift gym equipment easily
9787,meeting my friends is for pleasure
9788,when you borrowed a car you can show it to others
9789,I had plastic surgery in the hospital
9790,fortunately the fat man lost weight by working hard
9791,couples would divorce if they betrayed each other
9792,the weather can be either cool or warm in China
9793,adults change clothes according to the weather every day
9794,you can use ink to write things
9795,museum exhibits artifacts for everyone to learn
9796,the bell ringing announced that the class was over
9797,you can use money to buy some products to live longer
9798,studying requires patience
9799,we used optical microscopes to see cells in science class
9800,designers show avant-garde clothes in a fashion show
9801,the young man offered his seat to the old lady on the bus
9802,I jumped into the water to cool myself
9803,my father sold the best products to become the best salesman
9804,I washed my clothes twice a week
9805,I used to step on the stone to get the sugar on the top of the cupboard
9806,a wall is the boundary of a house
9807,we built a factory to produce creative goods
9808,we use the microscope to learn about the microcosm
9809,we can find first class airplane seats in the front of a plane
9810,"when a relative dies, we held a funeral for him"
9811,a bed can rest a person
9812,parents will praise children when kids did something well
9813,professional soccer players earn money by playing football games
9814,pets are animals
9815,we buy Christmas trees in December every year
9816,water bathing removes dirt from the body
9817,I bought a ticket for the train I took
9818,he was fined for smoking in the airplane
9819,we took notes in class for not forgetting the knowledge
9820,I want to find a quiet place to have a sleep
9821,People close their doors when they go out of the home
9822,People can talk chat with living people
9823,Tears will be secreted when the sand touches eyes
9824,People usually put curtains on the windows
9825,People usually roast meat over fire
9826,People usually enter the park from the entrance
9827,People usually like to wear fitted clothes
9828,People should abide by the contract
9829,Rats can't bite metal furniture
9830,Sheep usually hate wolves
9831,College students can learn different courses
9832,Eating a lot of instant noodles is unhealthy
9833,Programmers often use computers
9834,if you fail the exam you should study harder for next time
9835,I should refresh myself when I fail
9836,mom cooks the fried egg once a week for me
9837,sprinters' legs are usually strong
9838,I can take part in the soccer game in athletic clothes
9839,we can travel on the sea by boat
9840,chickens' eggs is delicious
9841,we can eat noodles with forks
9842,goats' milk is nutrient
9843,People can make wires from metal
9844,People can read newspapers to know what has happened recently
9845,People should rub ethyl alcohol on their skin before giving an injection
9846,Something you might do while taking the bus is reading a newspaper
9847,She felt full and satisfied after having lunch
9848,Bob is chewing while eating dinner
9849,A rat can survive a fall from a five-floor building
9850,The longest nonstop flight by a bird is eight days
9851,He caught a cold and had a hot shower
9852,Humans smell through their noses
9853,Alice formed a habit of jogging to keep fit
9854,It's winter and it's freezing cold outside
9855,Frogs will die without enough water
9856,Kate made popcorn with a microwave oven
9857,Marry lit up firewoods to make a campfire
9858,Barry went under an umbrella to stay dry on a rainy day
9859,She eats snacks while watching TV
9860,Children in school use crayons for drawing
9861,Wang is eating with chopsticks
9862,Wet towels need to hang up to dry
9863,Running is a good exercise
9864,Cookies and milk make a great dessert
