id,sentence,label
18758,People should chew slowly when eating.,0
18759,Studying hard is useless.,1
18760,Staying up late is harmful to our health.,0
18761,Children shouldn't leave familiar places with people they don't know.,0
18762,People shouldn't drink water every day.,1
18763,People are increasingly inseparable from mobile phones when they work.,0
18764,Wi-fi is not very helpful to people's lives.,1
18765,People should be excessively narcissistic.,0
18766,People should be excessively self-abased.,1
18767,The teacher praised me for being late,1
18768,Dogs can not eat chocolate.,0
18769,We can have petrol for breakfast.,1
18770,Laziness is a good quality,1
18771,Exercise can make people healthier,0
18772,Fireflies can't light up,1
18773,He was fired by his boss for laziness,0
18774,The duty of the police is to arrest criminals.,0
18775,Tornado is an animal.,1
18776,Hospitals are places where people treat diseases.,0
18777,Different people have the same appearance.,1
18778,Everyone has the same interests and hobbies.,1
18779,Tanks are a very powerful means of communication.,1
18780,The duty of students is to study hard.,0
18781,he put a turkey into the fridge,0
18782,my sister eats a stone after breakfast every day,1
18783,money can be used for buying stars,1
18784,New York is located in the northeastern part of USA,0
18785,a man can better see stars and the moon in daytime,1
18786,he was sent to a hospital for treatment after a car crash,0
18787,his mother became angry after he got good grades in the math exam,1
18788,cans are usually made of aluminum,0
18789,I put my laptop into my suitcase before departure,0
18790,I walk to the Moon,1
18791,I work 25 hours a day,1
18792,I'm hungry for food,0
18793,this basket can hold one gallon of water,1
18794,this man can jump across a hurdle easily,0
18795,I put the rubbish into a mailbox,1
18796,most children love candies,0
18797,most people become more stupid after drinking a lot alcohol,0
18798,a salad usually contains grass,1
18799,computers are everywhere in a forest,1
18800,my family used to watch TV together after dinner,0
18801,I became hungry after a whole day starvation,0
18802,he cured after taking poisons,1
18803,I changed my car when passing a crossroads,1
18804,I had a sweet dream when I was asleep yesterday,0
18805,my dad grows a tin of cola everyday,1
18806,Alice became joyful after felt left out by her friends,1
18807,Bob played hard to prepare for the examination,1
18808,I was humiliated by him so I had better friendship with him,1
18809,I paid for my meal at the restaurant,0
18810,Bob loves to play tennis at the indoor stadium,0
18811,I love eating seafood so I love eating chicken,1
18812,I am short so I have an advantage in basketball,1
18813,mother sings a rock-and-roll to send her baby asleep,1
18814,this apple is a beautiful golden green color,0
18815,i call my mum with a drum,1
18816,i like drinking coffee after dinner,0
18817,i put a bar of soap on a birthday cake,1
18818,sugar is the main ingredient in candy,0
18819,he put some soy sauce to make the noodles taste better,0
18820,he is drunk soon after drinking some gin,0
18821,walking is an expensive hobby,1
18822,managers greet with each other and begin to bark,1
18823,teachers teach geography with a globe,0
18824,a funeral is a place for mourning,0
18825,children have fun in the amusement park,0
18826,Mary eats at a restaurant to avoid doing the dishes,0
18827,wool is a form of eating material,1
18828,mum is cooking a delicious meal in the bedroom,1
18829,cars on the railway multiply during holidays,1
18830,beef cooked on the grill tastes delicious,0
18831,Jerry takes a tissue from the rolodex to keep in touch with Tom,1
18832,pictures can be kept on films eternally,1
18833,we use a penknife to cut wood,1
18834,human beings can travel to the moon by spacecraft,0
18835,she is sad to play with her friends,1
18836,smartphones nowadays are small,0
18837,we took television sets to commemorate important days,1
18838,i park my car in the living room,1
18839,Lily opened the wall to let some fresh air in,1
18840,a giant panda is a black and white mammal found in Asia,0
18841,smoking is bad for health,0
18842,a power socket has a plastic housing for safety,0
18843,it takes him an hour to clean himself up,0
18844,i write a letter to tell her i am fine,0
18845,a dining room is a place where people sleep,1
18846,he breaks the iron board with a bare hand,1
18847,supermarkets rise prices for a year-end clearance,1
18848,the farm is destroyed by a tornado,0
18849,he is so famous that everybody has heard of him,0
18850,i like her songs because she is a good cook,1
18851,there are many aquatic plants in the pond,0
18852,the earth is a planet of the solar system,0
18853,we stopped at the filling station because we needed gasoline,0
18854,Lily goes to the cinema to watch a movie,0
18855,centigrade is a measure of temperature,0
18856,the ancients used a compass as a guidance,0
18857,the fire was caused by a glass of water,1
18858,December is the 12th month of a year,0
18859,a king is a piece used in the game of chess,0
18860,mother is an important member of a family,0
18861,he opens the door with a lock,1
18862,a sea is a large body of salt water,0
18863,a hen can lay eggs,0
18864,farmers are growing crops under the sun,0
18865,Tom buys his girlfriend a bunch of roses on Valentine's Day,0
18866,soup is best eaten with a spoon,0
18867,there are many fishes in the sea,0
18868,i fly to Paris to see the Statue of Liberty,1
18869,nissan is a foreign car manufacturer,0
18870,food is stored in the fridge,0
18871,the image of the cat seems to be reflected many times in the mirror,0
18872,she goes traveling on weekdays,1
18873,laughter is a sign of joy,0
18874,Mary sits at the desk and begins reading,0
18875,Jim practices running on the playground every morning,0
18876,he climbs up the mountain with the help of a ribbon,1
18877,he opens a storybook and begins to cook,1
18878,i put some chili powder to create a spicy flavor,0
18879,Bob looks up a word in a shopping list,1
18880,she begins reading for relaxation,0
18881,people usually work on Sundays,1
18882,parents pretend to be Santa Claus to give children presents,0
18883,he buys something to eat from the convenient store,0
18884,he killed the driver to thank him for a free ride,1
18885,she feels ill and goes to see a teacher,1
18886,i buy a CD to listen to the latest songs,0
18887,it takes me 3 days to read the book,0
18888,he is allergic to cats so he keeps a cat as a pet,1
18889,he runs faster than no one and wins the champion,1
18890,i wear a belfry to be informed of the time,1
18891,a bird beats its wings and flies off,0
18892,Jim invites Amy to dance in a pool,1
18893,people lived in houses made of wood in the past,0
18894,it is rainy so they go camping,1
18895,the regular meeting is held at 2 o'clock in the morning,1
18896,"heat the drink with some ice, please",1
18897,i take medicine because of my illness,0
18898,he catches a subway train in a bus stop,1
18899,Mary asks questions when taking an exam to get a high score,1
18900,human beings shake tails to express their happiness,1
18901,he had his hair cut at the barber's,0
18902,i drink some water,0
18903,Tim and Mary got married on January 31st,0
18904,she writes diaries in a magazine,1
18905,the girl next to Mary in the photo is her nephew,1
18906,i spend a thousand dollars to buy a diamond ring,0
18907,Cinderella lives a happy life before she meets the prince,1
18908,children take music classes in the gym,1
18909,Obama has served as President of the USA for eight years,0
18910,children like flying planes in the spring,1
18911,people must have a passport to travel abroad,0
18912,it is snowy and very hot outside,1
18913,the car stops at the red light,0
18914,people put on clothes when they feel cold,0
18915,Trump was President of the USA in 2018,0
18916,he puts the radio next to his ear to hear more clearly,0
18917,he is fined for vandalizing cultural heritages,0
18918,i buy a toy for my small brother for a shell,1
18919,they have to live in a loft because of poverty,0
18920,it is a pity that she only comes the second in the competition,0
18921,they go down to an air-raid shelter to avoid bombs,0
18922,"In the dark, I turn off the light to read a book",1
18923,they speak in English in order to communicate with each other,0
18924,Stephen William Hawking was a great scientist,0
18925,it is really painful for a mother to give birth to her baby,0
18926,they sleep in a hotel while camping in the forest,1
18927,i charge my mp3 player two times a week,0
18928,Mongolia is mass surrounded by water,1
18929,she wears glasses because of nearsightedness,0
18930,Tim buys a pair of socks to prevent his bike from being stolen,1
18931,the cook treats his patients carefully,1
18932,the Titanic struck an iceberg and sank,0
18933,he paints the ceiling with cola,1
18934,she writes to her pen pal because they meet each other every day,1
18935,milk tastes sour when it goes bad,0
18936,pumpkins can be made into delicious dishes for people to eat,0
18937,she is cut by a carpet accidentally,1
18938,i use scissors to cut paper cuts,0
18939,people burnt ice for warmth th the past,1
18940,Tony gives his girlfriend chocolates to propose,0
